importer,country_cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
180,2,1.6762415249369418,-0.7628643301091889,-0.7813465822347945,0.05833256363596812,-0.25930283236156176,-1.1005504214330417,0.9957231721135723,0.010072256619351787,1.3451183833971936,-0.5424302016867183,0.6161630542605323,0.5300616996269394,0.24877298583423268,-0.23141252354385197,-0.033213212646322675,0.2332078670818437
188,7,-1.1234108102824167,-0.21441899405063627,-0.40823377673154826,0.046811686578041016,-0.04035572235062226,0.20771609878262096,0.2726903462534583,-0.6051520280127859,0.3399449784407173,-0.1206082356414733,-0.31387057371840554,-0.052235557600608426,0.08432234252665316,0.08723075322747245,-0.27606001241506184,-0.2368781822336843
191,4,-0.4880197792767092,-0.49265065071555586,0.245387542143407,0.08827415252432552,-0.14163284881413185,0.27450095324522833,-0.06754090667900105,-0.13738308930699555,-0.2436560328581031,0.01933961798439464,-0.013774354691488109,-0.30925292509950225,0.24107659059203604,-1.0494793530015243,0.4010357334139941,0.14268204830653453
203,6,-0.0689537310504817,-0.6033846623356793,1.7446476901953978,0.11385214826703954,0.09556108686771092,0.7264434057221302,-0.3375021859728492,0.7225442804912418,-1.6472473771861766,-0.3759806426558873,1.2597229764849,0.29882457784878014,0.2716550274046591,0.4027658953709774,-0.2798714413836623,0.09145445273749746
208,4,-0.06385118828082702,-0.13035557124186,1.3885568176979772,-0.030676170418398055,0.1280009644454701,-0.0551160433094267,-0.37482500427577875,0.040900472195430373,0.08138189036808244,0.3479259862248842,-0.5010101538097056,-0.35077868111803356,-0.10705117659353533,-0.7674984487951224,0.20437664499055572,-0.40274515402279093
214,7,-1.0578305776153427,-0.20395029340572463,-0.5702579107577612,0.03778103988282026,-0.021134134893196994,0.29810320145745894,0.39762047174090737,-0.5710306850929581,0.13802384514782742,-0.19376628418199138,-0.06981567541580315,-0.0965830379174053,0.18381582434445484,-0.1808426032522792,0.0633945469365088,-0.30015781475533115
218,7,-1.2896756023079166,-0.2476530930173873,-0.6832440554362406,0.05936144454490145,-0.2192148586331762,0.1361472856117185,0.27684677198068247,-0.5679883809141263,0.3292354441216556,-0.19162495488118436,-0.22643171595826708,-0.03927284450346481,0.16466078204092666,0.003923506947919176,-0.4782286100501828,-0.15060326446451833
233,4,-0.4537673072978251,-0.6592107413021968,0.715943618568623,0.12500892288850649,0.08075682697679243,0.1714154804715748,-0.18092907145272494,-0.04365248082126205,-0.06086967410570369,0.14220236307928347,-0.4307642627288556,-0.30312010915855553,-0.08626616012189346,-0.6451411131093745,0.3850194338270882,0.4326422847761161
246,4,-0.3104059540432543,-0.1207051448427771,0.8411245806523288,-0.0321518033100586,-0.22026877517021196,-0.05254046847150755,-0.29962782135909677,-0.05198993671517576,0.04210183061061825,0.24457704126825516,-0.33946489550035014,-0.3103658329722383,0.06627818606750144,-0.8087160356187264,-0.08731685706129254,-0.4102690880134694
251,0,6.868809506925066,5.5487825439253236,1.6754645103631727,-2.0914354037421425,-3.327072333148469,2.593267869719799,2.828486916319771,-2.9769662522566813,-1.754853361238399,-1.2929125489079996,-0.7324772141694362,-1.8756029099488392,-0.3937486717294041,2.2099839100886722,-0.5279918519075126,1.0285735599616002
