product,sector,product_cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
0706,Agriculture & Food,0,0.01903755834207918,-0.056751309098860225,-0.00860110469471618,-0.2037048328185881,0.04908388855064128,0.054489081358572014,0.06779811739893034,0.05153104652440538,0.027008778319048368,-0.008695552133695708,-0.020069074973441924,0.04230180626272834,-0.05497074737215837,-0.04535657997938895,-0.024706134272107282,-0.0445111734275125
0707,Agriculture & Food,3,0.059960917417640196,-0.08000907036702834,0.005782186729305682,-0.19881374851778078,0.06864207912182314,0.07912715062795977,0.20638560537122325,0.22253628166242398,0.02792166674889822,-0.10130041994257673,-0.08499522933557034,-0.004453514708237316,-0.15294772268198248,-0.0890532611128546,-0.03724247687507677,-0.05674740900380442
0708,Agriculture & Food,0,0.023856418301095497,-0.06196863212319551,-0.04723076860322474,-0.12386149192048314,0.0004764907487377868,0.061691537224820556,0.10481491988311664,0.1153009579357139,0.037335663065880514,-0.07368720111251252,-0.019963434092500853,0.025255393575456336,-0.20493111538756925,-0.06310633187468613,-0.011347221230095733,-0.09711776708908562
0709,Agriculture & Food,4,0.030364384117302343,0.19547059314272042,0.02376300688527099,1.000140114862593,-0.09509641377652503,0.19308487201173494,0.026917753821687488,-0.23727933139025562,0.17361603838145506,0.24642116196612315,0.48036083276255526,-0.0442289956365959,-0.7833669856120289,-0.12983597175559264,-0.09353303648018517,-0.3725738815492767
0710,Agriculture & Food,0,0.005160816105774632,-0.02131337139286132,-0.006361971760094168,-0.09686522863395183,-0.008584841090701447,0.03471494828450053,-0.06311756053356318,-0.07086313998402925,0.007060929492136679,0.08566610495350023,0.03379185368771565,0.07239944577547706,0.021911096859712476,0.011619913273666065,0.006545754708290693,-0.023529735085709422
0711,Agriculture & Food,4,0.011232015227602104,-0.014511286826985525,-0.02004822111286593,0.03623596842902319,-0.026255603222306204,0.0724094408382622,-0.009644910782446295,-0.06338520455381728,0.0455503475624169,0.060768315992506136,0.11441614687683394,0.053553394649673944,-0.24644774264530453,-0.04290710182051633,-0.012551418547894636,-0.15004789493841714
0712,Agriculture & Food,0,0.007418681778132458,-0.02123373857793066,-0.009207128771417281,-0.07446331860729982,-0.008341638074608033,0.06403227104125887,-0.040626253469313395,-0.06863575531570677,0.024082197853705516,0.11602987066274248,0.06661999486527419,0.07234876639436207,-0.0470459440930223,-0.0036864200285030915,-0.008006533192761723,-0.06332251880732251
0713,Agriculture & Food,4,0.0078007536881620505,0.025020463017686033,0.00934068530941092,0.07847598888406736,0.00042869571365650676,0.04339400205130838,-0.004969238204455469,-0.10844322616160879,-0.006226921183025377,0.2103635010195878,0.08002858940344583,0.08237952393699187,-0.013196934292813706,-0.00674460157778761,-0.03194651901538784,-0.0303950748556238
0714,Agriculture & Food,3,-0.014658775042956406,-0.11446952755097325,-0.05148984250701551,-0.3329931416829348,0.022229497551292283,0.014110132606211058,0.1478951688082005,0.23163631931343004,0.01518627289902759,-0.21039690472553482,-0.1473561033019284,-0.02062302406944581,-0.06311734246529557,-0.03759187218870368,-0.01344955404195942,-0.014922685907237936
0801,Agriculture & Food,0,-0.0025016172131680932,-0.06837432829539072,-0.02251429718257155,-0.26423820157452355,0.06111073773624729,0.014445766847648676,0.10504797609920191,0.06449101797477794,-0.04015059895049274,0.1656992453766594,-0.06335784376840464,0.03058254969185993,0.19300620917406752,0.015345182510051151,-0.04202394276941841,0.06360598737009103
0802,Agriculture & Food,4,0.012438889907251015,0.08394094614535907,0.017064934669615464,0.3734725247332896,-0.04580213271916015,0.039847316231933966,-0.03904339380176353,-0.17145064004352678,0.018569734277744263,0.12596541589628157,0.16253249820437707,0.07284347655180325,-0.234978810725398,-0.03861599143061025,-0.02195458077101984,-0.10961143484742546
