importer,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,country_cluster
600,-1.331911940562569,-0.8234811294987483,0.3077171096364466,0.2094082515281462,0.0700802435516555,0.535880685271893,0.2583181073600818,0.2781256885034771,-0.8900438235047604,-0.777873698802648,1.3443227568144165,0.6629287242961089,0.3195051171050059,1.3729966354023604,-1.05960174537037,-0.2733802273967584,6
604,-1.3513111467579666,-0.1386580050210696,-0.7474162782833612,0.0431525799149964,-0.1596211774602787,0.1183983202212754,0.280522616120349,-0.6353906623224643,0.3819659169516086,-0.1366770905588188,-0.2047549267430486,0.0082960790117792,0.1700297721390186,0.1688606909451022,-0.4298397091734406,-0.2016582572761743,7
608,-1.4716737931419068,0.0833593108948859,-0.8968349167990132,0.0086163579525515,0.247843857979767,0.1654530300283062,0.4039072519163152,-0.7007224289715077,0.4710779450835892,-0.1973486193601761,-0.1936513880370819,0.0816475470350858,0.0428283637200805,0.496892854615644,-0.2248472915553963,0.0128308295369477,7
616,-0.2535877759837436,0.0804464201092863,0.3101197295867103,-0.0097050386783935,-0.0445550935594393,0.3781624611181917,-0.0942300045789456,-0.2115380517096111,-0.3841088459959202,0.0946027003920382,-0.0868760422648645,-0.3538695134706895,0.2050746292554627,-0.8326134408114159,0.5173265604554854,0.0495059061905002,4
620,0.1221452223990588,0.2358975895903714,0.5364898712496236,-0.1186051560216317,-0.3954060225676604,0.5486888101973948,-0.1767088520285329,-0.1545755959464382,-0.5319480860386251,0.1088655016641928,-0.1267367692096194,-0.4821452022787308,0.1951182483584768,-1.1488055362719576,0.3100834055713948,-0.1552032308119038,4
634,2.3034192246895056,-0.4391087461062691,0.9022603150308562,-0.0529711684984969,0.0931044154803295,-1.4689701656231604,0.4244519392251614,0.1018327765006388,1.80980725970094,0.0635286286374287,0.0826075872464142,0.4989528507737413,-0.038590209464835,0.0459021587009051,-0.1662758381026112,-0.4871316047174501,2
642,-0.5217199979348145,-0.2470733589467632,0.0221413025263842,0.0374351380196975,-0.1898974944189637,0.3079531801652136,-0.0079821545785867,-0.270303122770354,-0.2993406764307709,0.0066391851657879,0.0613275901680804,-0.2451068889882107,0.3186296390262695,-0.9768736101909148,0.3733810737462666,-0.0033589322003969,4
643,-0.6782800220483991,0.6091051954161915,-0.3489951605344047,-0.132512602654506,-0.291268986092727,0.0485343029868952,-0.1859570890908343,-0.0500300313085582,-0.2964086743442267,0.1121130638248512,0.2347555113736326,-0.1527210865277057,0.2686647845741882,-0.8097058121083011,0.1511557486605142,-0.0313041680714919,4
682,1.9739245400024068,-0.1936975189536778,-0.3778209225682346,-0.0440088193483315,-0.1605678025302815,-1.145794799457108,0.6373521478046484,-0.2200792376874872,1.3235457351897264,-0.1684165856359188,0.6819109039553047,0.5716093503649549,0.4443826453400266,-0.1841419588368568,0.0084554744281843,-0.1323923333910092,2
688,-0.7585258335122441,-0.4787418108403011,-0.0390635734016982,0.1027765761657655,-0.1630763131866222,0.2540276757101677,0.0191194650661614,-0.2894208337568423,-0.0851840119628617,0.0076426842919442,-0.155355347400749,-0.2179562762319588,0.1566166648185283,-0.5704192862804002,0.2043951057149002,0.2317723088422121,4
699,-1.6906347425779602,3.655283853767621,-2.0644359087106934,-0.8189658451993554,1.608501389992803,-0.6706856770172791,-0.3548967467066882,0.916006408244712,-0.0969198104517217,-0.1419329645282867,1.5773696164853768,0.4593198772581144,-0.5923618738081297,-0.1114946823088326,0.8615451161991036,3.1214383461608453,1
702,-0.3627273332892386,-0.7473581288546097,2.574346555617147,0.2389262558229609,1.3875479411804628,-0.2208997259744759,-0.5992467810540568,-0.0054835238555047,1.0137179950803843,0.6239442515350933,-1.991223986072808,-0.2518103996501495,-1.1215471028664197,1.250968986563347,0.1204991129312083,0.9109362087846592,3
703,-0.2971480579344737,-1.1133662621101517,1.8321255084728656,0.2446692834053543,0.3490689135519036,0.621683650496719,-0.361307558120471,0.789155073366946,-1.4886781368376694,-0.3838487112703398,1.2003649403498695,0.3318474712858463,0.1837383930714806,0.4814127409655466,-0.1623443103636672,0.5014115445894058,6
704,-0.1719794391892504,-0.8852082574587001,-1.8670367375331192,0.540590196977185,1.8443815916853472,0.875594903164929,-0.9515175731055008,-0.4891214430679749,-0.7351890192962046,0.3099346228982291,-1.6630441997275116,-0.4318931786066475,-0.8224523636323072,1.6777978982646435,-0.360883265991969,0.7153083885375259,7
